Personnel,Date,Year,Site,Block,Paddock,Plot,Drought,Grazing,PlotID,Soil Moisture,SM again,Same?,TemperatureC,Temp again,Same?,Hi-Clay mode moisture,,,Notes
"Spencer Good, Alex Leslie",8/27/19,2019,TB,3,1,52,1,MMMMM,52,17.3,17.3,T,30.6,30.6,T,,,,
"Spencer Good, Alex Leslie",8/27/19,2019,TB,3,1,53,2,MMMMM,53,15.3,15.3,T,30.9,30.9,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,1,2,3,1,HHMMM,3,5.9,5.9,T,20.5,20.5,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,1,2,4,2,HHMMM,4,8.2,8.2,T,20.1,20.1,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,1,3,7,2,MLLMM,7,20.6,20.6,T,19.4,19.4,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,1,3,9,1,MLLMM,9,14.1,14.1,T,19.8,19.8,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,1,1,15,2,MMMMM,15,16.5,16.5,T,22.4,22.4,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,1,1,17,1,MMMMM,17,18.0,18,T,22.2,22.2,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,2,2,20,2,HHMMM,20,27.1,27.1,T,22.1,22.1,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,2,2,23,1,HHMMM,23,10.9,10.9,T,21.9,21.9,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,2,1,25,1,MMMMM,25,27.9,27.9,T,21.7,21.7,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,2,1,29,2,MMMMM,29,11.4,11.4,T,21.7,21.7,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,2,3,34,1,MLLMM,34,26.3,26.3,T,21.5,21.5,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,2,3,36,2,MLLMM,36,23.0,23,T,21.3,21.3,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,3,3,39,1,MLLMM,39,16.1,16.1,T,20.3,20.3,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,3,3,41,2,MLLMM,41,34.9,34.9,T,19.9,19.9,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,3,2,43,1,HHMMM,43,31.8,31.8,T,19.2,19.2,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,3,2,48,2,HHMMM,48,34.0,34,T,19.4,19.4,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,3,1,52,1,MMMMM,52,12.4,12.4,T,19.6,19.6,T,,,,
"Jill Baty, Alex Leslie",9/11/19,2019,TB,3,1,53,2,MMMMM,53,16.6,16.6,T,19.8,19.8,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,1,2,3,1,HHMMM,3,3.3,3.3,T,28.9,28.6,FALSE,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,1,2,4,2,HHMMM,4,3.0,3,T,29,29,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,1,3,7,2,MLLMM,7,5.2,5.2,T,30.4,30.4,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,1,3,9,1,MLLMM,9,5.2,5.2,T,31.2,31.2,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,1,1,15,2,MMMMM,15,5.2,5.2,T,31.4,31.4,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,1,1,17,1,MMMMM,17,4.4,4.4,T,31.4,31.4,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,2,2,20,2,HHMMM,20,6.5,6.5,T,31,31,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,2,2,23,1,HHMMM,23,14.0,14,T,31,31,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,2,1,25,1,MMMMM,25,17.0,17,T,30.4,30.4,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,2,1,29,2,MMMMM,29,10.1,10.1,T,30.6,30.6,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,2,3,34,1,MLLMM,34,8.7,8.7,T,30.3,30.3,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,2,3,36,2,MLLMM,36,11.1,11.1,T,30.2,30.2,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,3,3,39,1,MLLMM,39,19.6,19.6,T,29.1,29.1,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,3,3,41,2,MLLMM,41,14.1,14.1,T,29,29,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,3,2,43,1,HHMMM,43,20.4,20.4,T,29.3,29.3,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,3,2,48,2,HHMMM,48,19.8,19.8,T,29.3,29.3,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,3,1,52,1,MMMMM,52,18.8,18.8,T,29.1,29.1,T,,,,
"Jill Baty, Spencer Good, Lauren Porensky",9/26/19,2019,TB,3,1,53,2,MMMMM,53,20.0,20,T,29.3,29.3,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,1,2,3,1,HHMMM,3,7.1,7.1,T,20.2,20.2,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,1,2,4,2,HHMMM,4,6.4,6.4,T,20,20,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,1,3,7,2,MLLMM,7,16.7,16.7,T,19.5,19.5,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,1,3,9,1,MLLMM,9,10.4,10.4,T,19.5,19.5,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,1,1,15,2,MMMMM,15,13.9,13.9,T,20.3,20.3,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,1,1,17,1,MMMMM,17,15.1,15.1,T,19.9,19.9,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,2,2,20,2,HHMMM,20,21.0,21,T,18.5,18.5,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,2,2,23,1,HHMMM,23,10.8,10.8,T,18.9,18.9,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,2,1,25,1,MMMMM,25,27.1,27.1,T,18.8,18.8,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,2,1,29,2,MMMMM,29,13.0,13,T,19.6,19.6,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,2,3,34,1,MLLMM,34,23.9,23.9,T,19.3,19.3,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,2,3,36,2,MLLMM,36,15.5,15.5,T,18.8,18.8,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,3,3,39,1,MLLMM,39,32.7,32.7,T,19.9,19.9,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,3,3,41,2,MLLMM,41,34.4,34.4,T,20.1,20.1,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,3,2,43,1,HHMMM,43,23.5,23.5,T,20,20,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,3,2,48,2,HHMMM,48,32.3,32.3,T,19.7,19.7,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,3,1,52,1,MMMMM,52,15.9,15.9,T,21.6,21.6,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/6/19,2019,TB,3,1,53,2,MMMMM,53,34.3,34.3,T,21.3,21.3,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,1,2,3,1,HHMMM,3,7.0,7,T,12.2,12.2,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,1,2,4,2,HHMMM,4,9.3,9.3,T,12.5,12.5,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,1,3,7,2,MLLMM,7,12.6,12.6,T,12.7,12.7,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,1,3,9,1,MLLMM,9,5.5,5.5,T,13.2,13.2,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,1,1,15,2,MMMMM,15,11.1,11.1,T,14.7,14.7,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,1,1,17,1,MMMMM,17,9.4,9.4,T,15.6,15.6,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,2,2,20,2,HHMMM,20,17.1,17.1,T,17.5,17.5,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,2,2,23,1,HHMMM,23,21.6,21.6,T,17.4,17.4,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,2,1,25,1,MMMMM,25,32.7,32.7,T,17.4,17.4,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,2,1,29,2,MMMMM,29,11.3,11.3,T,18.3,18.3,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,2,3,34,1,MLLMM,34,19.2,19.2,T,19.9,19.9,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,2,3,36,2,MLLMM,36,18.6,18.6,T,20.2,20.2,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,3,3,39,1,MLLMM,39,23.9,23.9,T,23,23,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,3,3,41,2,MLLMM,41,30.0,30,T,23.6,23.6,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,3,2,43,1,HHMMM,43,32.4,32.4,T,23.6,23.6,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,3,2,48,2,HHMMM,48,31.3,31.3,T,23.8,23.8,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,3,1,52,1,MMMMM,52,32.5,32.5,T,23.8,23.8,T,,,,
"Jill Baty, Ellen Badger-Hansen",10/17/19,2019,TB,3,1,53,2,MMMMM,53,27.5,27.5,T,23.9,23.9,T,,,,
Lauren Porensky,5/1/20,2020,TB,1,2,3,1,HHMMM,3,12.6,12.6,T,20.7,20.7,T,,,,
Lauren Porensky,5/1/20,2020,TB,1,2,4,2,HHMMM,4,12.6,12.6,T,20.9,20.9,T,,,,
Lauren Porensky,5/1/20,2020,TB,1,3,7,2,MLLMM,7,16.9,16.9,T,20.9,20.9,T,,,,
Lauren Porensky,5/1/20,2020,TB,1,3,9,1,MLLMM,9,10.9,10.9,T,10.7,10.7,T,,,,
Lauren Porensky,5/1/20,2020,TB,1,1,15,2,MMMMM,15,9.3,9.3,T,18.5,18.5,T,,,,
Lauren Porensky,5/1/20,2020,TB,1,1,17,1,MMMMM,17,10.7,10.7,T,20.1,20.1,T,,,,
Lauren Porensky,5/1/20,2020,TB,2,2,20,2,HHMMM,20,11.9,11.9,T,22.6,22.6,T,,,,
Lauren Porensky,5/1/20,2020,TB,2,2,23,1,HHMMM,23,12.6,12.6,T,25.1,25.1,T,,,,
Lauren Porensky,5/1/20,2020,TB,2,1,25,1,MMMMM,25,9.1,9.1,T,24,24,T,,,,
Lauren Porensky,5/1/20,2020,TB,2,1,29,2,MMMMM,29,9.1,9.1,T,20.8,20.8,T,,,,
Lauren Porensky,5/1/20,2020,TB,2,3,34,1,MLLMM,34,11.3,11.3,T,23.4,23.4,T,,,,
Lauren Porensky,5/1/20,2020,TB,2,3,36,2,MLLMM,36,9.6,9.6,T,23.3,23.3,T,,,,
Lauren Porensky,5/1/20,2020,TB,3,3,39,1,MLLMM,39,31.1,31.1,T,24.3,24.3,T,,,,
Lauren Porensky,5/1/20,2020,TB,3,3,41,2,MLLMM,41,27.2,27.2,T,24.8,24.8,T,,,,
Lauren Porensky,5/1/20,2020,TB,3,2,43,1,HHMMM,43,25.6,25.6,T,25.9,25.9,T,,,,
Lauren Porensky,5/1/20,2020,TB,3,2,48,2,HHMMM,48,27.8,27.8,T,24.9,24.9,T,,,,
Lauren Porensky,5/1/20,2020,TB,3,1,52,1,MMMMM,52,33.2,33.2,T,23.6,23.6,T,,,,
Lauren Porensky,5/1/20,2020,TB,3,1,53,2,MMMMM,53,32.8,32.8,T,23.5,23.5,T,,,,
John Dietrich,5/8/20,2020,TB,1,2,3,1,HHMMM,3,7.0,7,T,16.3,16.3,T,,,,
John Dietrich,5/8/20,2020,TB,1,2,4,2,HHMMM,4,10.2,10.2,T,15.9,15.9,T,,,,
John Dietrich,5/8/20,2020,TB,1,3,7,2,MLLMM,7,16.5,16.5,T,15,15,T,,,,
John Dietrich,5/8/20,2020,TB,1,3,9,1,MLLMM,9,7.2,7.2,T,14.7,14.7,T,,,,
John Dietrich,5/8/20,2020,TB,1,1,15,2,MMMMM,15,9.2,9.2,T,14.8,14.8,T,,,,
John Dietrich,5/8/20,2020,TB,1,1,17,1,MMMMM,17,8.6,8.6,T,14.7,14.7,T,,,,
John Dietrich,5/8/20,2020,TB,2,2,20,2,HHMMM,20,15.8,15.8,T,14.4,14.4,T,,,,
John Dietrich,5/8/20,2020,TB,2,2,23,1,HHMMM,23,17.0,17,T,14.8,14.8,T,,,,
John Dietrich,5/8/20,2020,TB,2,1,25,1,MMMMM,25,15.7,15.7,T,14.2,14.2,T,,,,
John Dietrich,5/8/20,2020,TB,2,1,29,2,MMMMM,29,12.8,12.8,T,14.3,14.3,T,,,,
John Dietrich,5/8/20,2020,TB,2,3,34,1,MLLMM,34,14.6,14.6,T,15,15,T,,,,
John Dietrich,5/8/20,2020,TB,2,3,36,2,MLLMM,36,14.7,14.7,T,14.8,14.8,T,,,,
John Dietrich,5/8/20,2020,TB,3,3,39,1,MLLMM,39,22.2,22.2,T,14.8,14.8,T,,,,
John Dietrich,5/8/20,2020,TB,3,3,41,2,MLLMM,41,29.2,29.2,T,15.1,15.1,T,,,,
John Dietrich,5/8/20,2020,TB,3,2,43,1,HHMMM,43,29.0,29,T,15.5,15.5,T,,,,
John Dietrich,5/8/20,2020,TB,3,2,48,2,HHMMM,48,27.3,27.3,T,16.2,16.2,T,,,,
John Dietrich,5/8/20,2020,TB,3,1,52,1,MMMMM,52,27.6,27.6,T,16.1,16.1,T,,,,
John Dietrich,5/8/20,2020,TB,3,1,53,2,MMMMM,53,30.0,30,T,16.1,16.1,T,,,,
John Dietrich,5/19/20,2020,TB,1,2,3,1,HHMMM,3,5.9,5.9,T,33.6,33.6,T,,,,
John Dietrich,5/19/20,2020,TB,1,2,4,2,HHMMM,4,4.2,4.2,T,32.8,32.8,T,,,,
John Dietrich,5/19/20,2020,TB,1,3,7,2,MLLMM,7,12.6,12.6,T,34,34,T,,,,
John Dietrich,5/19/20,2020,TB,1,3,9,1,MLLMM,9,6.1,6.1,T,64.7,34.7,FALSE,,,,
John Dietrich,5/19/20,2020,TB,1,1,15,2,MMMMM,15,6.4,6.4,T,382,38.2,FALSE,,,,
John Dietrich,5/19/20,2020,TB,1,1,17,1,MMMMM,17,10.4,10.4,T,38.3,38.3,T,,,,
John Dietrich,5/19/20,2020,TB,2,2,20,2,HHMMM,20,7.2,7.2,T,38.3,38.3,T,,,,
John Dietrich,5/19/20,2020,TB,2,2,23,1,HHMMM,23,8.5,8.5,T,36.7,36.7,T,,,,
John Dietrich,5/19/20,2020,TB,2,1,25,1,MMMMM,25,30.2,30.2,T,37.2,37.2,T,,,,
John Dietrich,5/19/20,2020,TB,2,1,29,2,MMMMM,29,7.3,7.3,T,38.1,38.1,T,,,,
John Dietrich,5/19/20,2020,TB,2,3,34,1,MLLMM,34,11.8,11.8,T,37.5,37.5,T,,,,
John Dietrich,5/19/20,2020,TB,2,3,36,2,MLLMM,36,8.6,8.6,T,37.3,37.3,T,,,,
John Dietrich,5/19/20,2020,TB,3,3,39,1,MLLMM,39,12.2,12.2,T,30.2,30.2,T,,,,
John Dietrich,5/19/20,2020,TB,3,3,41,2,MLLMM,41,24.5,24.5,T,30.8,30.8,T,,,,
John Dietrich,5/19/20,2020,TB,3,2,43,1,HHMMM,43,23.4,23.4,T,31.3,31.3,T,,,,
John Dietrich,5/19/20,2020,TB,3,2,48,2,HHMMM,48,26.6,26.6,T,33.3,33.3,T,,,,
John Dietrich,5/19/20,2020,TB,3,1,52,1,MMMMM,52,28.4,28.4,T,33.8,33.8,T,,,,
John Dietrich,5/19/20,2020,TB,3,1,53,2,MMMMM,53,29.3,29.3,T,34.2,34.2,T,,,,
John Dietrich,6/1/20,2020,TB,1,2,3,1,HHMMM,3,3.9,3.9,T,34.5,34.5,T,,,,
John Dietrich,6/1/20,2020,TB,1,2,4,2,HHMMM,4,3.0,3.0,T,35.5,35.5,T,,,,
John Dietrich,6/1/20,2020,TB,1,3,7,2,MLLMM,7,9.7,9.7,T,38.2,38.2,T,,,,
John Dietrich,6/1/20,2020,TB,1,3,9,1,MLLMM,9,6.4,6.4,T,36.1,36.1,T,,,,
John Dietrich,6/1/20,2020,TB,1,1,15,2,MMMMM,15,4.3,4.3,T,35.3,35.3,T,,,,
John Dietrich,6/1/20,2020,TB,1,1,17,1,MMMMM,17,4.3,4.3,T,34.8,34.8,T,,,,
John Dietrich,6/1/20,2020,TB,2,2,20,2,HHMMM,20,10.0,10.0,T,34.0,34.0,T,,,,
John Dietrich,6/1/20,2020,TB,2,2,23,1,HHMMM,23,6.6,6.6,T,34.9,34.9,T,,,,
John Dietrich,6/1/20,2020,TB,2,1,25,1,MMMMM,25,17.6,17.6,T,34.9,34.9,T,,,,
John Dietrich,6/1/20,2020,TB,2,1,29,2,MMMMM,29,9.2,9.2,T,37.3,37.3,T,,,,
John Dietrich,6/1/20,2020,TB,2,3,34,1,MLLMM,34,14.2,14.2,T,37.5,37.5,T,,,,
John Dietrich,6/1/20,2020,TB,2,3,36,2,MLLMM,36,12.3,12.3,T,38.5,38.5,T,,,,
John Dietrich,6/1/20,2020,TB,3,3,39,1,MLLMM,39,20.1,20.1,T,36.5,36.5,T,,,,
John Dietrich,6/1/20,2020,TB,3,3,41,2,MLLMM,41,19.9,19.9,T,37.6,37.6,T,,,,
John Dietrich,6/1/20,2020,TB,3,2,43,1,HHMMM,43,20.9,20.9,T,38.1,38.1,T,,,,
John Dietrich,6/1/20,2020,TB,3,2,48,2,HHMMM,48,13.9,13.9,T,38.7,38.7,T,,,,
John Dietrich,6/1/20,2020,TB,3,1,52,1,MMMMM,52,20.0,20.0,T,37.9,37.9,T,,,,
John Dietrich,6/1/20,2020,TB,3,1,53,2,MMMMM,53,20.7,20.7,T,37.7,37.7,T,,,,
John Dietrich,6/16/20,2020,TB,1,2,3,1,HHMMM,3,2.8,2.8,T,33.6,33.6,T,,,,
John Dietrich,6/16/20,2020,TB,1,2,4,2,HHMMM,4,5.6,5.6,T,33.8,33.8,T,,,,
John Dietrich,6/16/20,2020,TB,1,3,7,2,MLLMM,7,6.4,6.4,T,35.5,35.5,T,,,,
John Dietrich,6/16/20,2020,TB,1,3,9,1,MLLMM,9,4.3,4.3,T,35.1,35.1,T,,,,
John Dietrich,6/16/20,2020,TB,1,1,15,2,MMMMM,15,5.5,5.5,T,35.4,35.4,T,,,,
John Dietrich,6/16/20,2020,TB,1,1,17,1,MMMMM,17,4.8,4.8,T,36.6,36.6,T,,,,
Maria Mango,6/18/20,2020,TB,2,2,20,2,HHMMM,20,13.8,13.8,T,26.9,26.9,T,,,,
Maria Mango,6/18/20,2020,TB,2,2,23,1,HHMMM,23,18.6,18.6,T,26.9,26.9,T,,,,
Maria Mango,6/18/20,2020,TB,2,1,25,1,MMMMM,25,17.8,17.8,T,27.5,27.5,T,,,,
Maria Mango,6/18/20,2020,TB,2,1,29,2,MMMMM,29,7.6,7.6,T,27.5,27.5,T,,,,
Maria Mango,6/18/20,2020,TB,2,3,34,1,MLLMM,34,17.4,17.4,T,27.5,27.5,T,,,,
Maria Mango,6/18/20,2020,TB,2,3,36,2,MLLMM,36,10.9,10.9,T,27.3,27.3,T,,,,
Maria Mango,6/18/20,2020,TB,3,3,39,1,MLLMM,39,17.1,17.1,T,26.6,26.6,T,,,,
Maria Mango,6/18/20,2020,TB,3,3,41,2,MLLMM,41,17.0,17.0,T,26.9,26.9,T,,,,
Maria Mango,6/18/20,2020,TB,3,2,43,1,HHMMM,43,24.2,24.2,T,27.5,27.5,T,,,,
Maria Mango,6/18/20,2020,TB,3,2,48,2,HHMMM,48,20.8,20.8,T,26.3,26.3,T,,,,
Maria Mango,6/18/20,2020,TB,3,1,52,1,MMMMM,52,16.7,16.7,T,27.7,27.7,T,,,,
Maria Mango,6/18/20,2020,TB,3,1,53,2,MMMMM,53,25.8,25.8,T,25.8,27.8,FALSE,,,,
John Dietrich,6/29/20,2020,TB,1,2,3,1,HHMMM,3,2.2,2.2,T,28.6,28.6,T,,,,
John Dietrich,6/29/20,2020,TB,1,2,4,2,HHMMM,4,3.3,3.3,T,29.7,29.7,T,,,,
John Dietrich,6/29/20,2020,TB,1,3,7,2,MLLMM,7,5.2,5.2,T,32.8,32.8,T,,,,
John Dietrich,6/29/20,2020,TB,1,3,9,1,MLLMM,9,4.6,4.6,T,33.5,33.5,T,,,,
John Dietrich,6/29/20,2020,TB,1,1,15,2,MMMMM,15,4.1,4.1,T,37.4,37.4,T,,,,
John Dietrich,6/29/20,2020,TB,1,1,17,1,MMMMM,17,4.9,4.9,T,37.4,37.4,T,,,,
John Dietrich,6/29/20,2020,TB,2,2,20,2,HHMMM,20,3.5,3.5,T,32.9,32.9,T,,,,
John Dietrich,6/29/20,2020,TB,2,2,23,1,HHMMM,23,5.7,5.7,T,27.6,27.6,T,,,,
John Dietrich,6/29/20,2020,TB,2,1,25,1,MMMMM,25,10.2,10.2,T,24.3,24.3,T,,,,
John Dietrich,6/29/20,2020,TB,2,1,29,2,MMMMM,29,4.8,4.8,T,20.2,20.2,T,,,,
John Dietrich,6/29/20,2020,TB,2,3,34,1,MLLMM,34,14.7,14.7,T,21.3,21.3,T,,,,
John Dietrich,6/29/20,2020,TB,2,3,36,2,MLLMM,36,3.7,3.7,T,21.5,21.5,T,,,,
John Dietrich,6/30/20,2020,TB,3,3,39,1,MLLMM,39,12.8,12.8,T,13.2,13.2,T,,,,
John Dietrich,6/30/20,2020,TB,3,3,41,2,MLLMM,41,16.6,16.6,T,13.8,13.8,T,,,,
John Dietrich,6/30/20,2020,TB,3,2,43,1,HHMMM,43,12.8,12.8,T,14.2,14.2,T,,,,
John Dietrich,6/30/20,2020,TB,3,2,48,2,HHMMM,48,22.9,22.9,T,15.7,15.7,T,,,,
John Dietrich,6/30/20,2020,TB,3,1,52,1,MMMMM,52,15.9,15.9,T,15.6,15.6,T,,,,
John Dietrich,6/30/20,2020,TB,3,1,53,2,MMMMM,53,21.6,21.6,T,15.7,15.7,T,,,,
John Dietrich,7/16/20,2020,TB,1,2,3,1,HHMMM,3,1.6,1.6,T,27.2,27.2,T,,,,
John Dietrich,7/16/20,2020,TB,1,2,4,2,HHMMM,4,6.9,6.9,T,27.7,27.7,T,,,,
John Dietrich,7/16/20,2020,TB,1,3,7,2,MLLMM,7,8.9,8.9,T,29.3,29.3,T,,,,
John Dietrich,7/16/20,2020,TB,1,3,9,1,MLLMM,9,13.4,13.4,T,29.8,29.8,T,,,,
John Dietrich,7/16/20,2020,TB,1,1,15,2,MMMMM,15,6.0,6.0,T,31.9,31.9,T,,,,
John Dietrich,7/16/20,2020,TB,1,1,17,1,MMMMM,17,10.2,10.2,T,32.7,32.7,T,,,,
John Dietrich,7/16/20,2020,TB,2,2,20,2,HHMMM,20,11.3,11.3,T,33.1,33.1,T,,,,
John Dietrich,7/16/20,2020,TB,2,2,23,1,HHMMM,23,10.7,10.7,T,33.2,33.2,T,,,,
John Dietrich,7/16/20,2020,TB,2,1,25,1,MMMMM,25,14.7,14.7,T,33.8,33.8,T,,,,
John Dietrich,7/16/20,2020,TB,2,1,29,2,MMMMM,29,7.0,7.0,T,33.7,33.7,T,,,,
John Dietrich,7/16/20,2020,TB,2,3,34,1,MLLMM,34,17.4,17.4,T,33.6,33.6,T,,,,
John Dietrich,7/16/20,2020,TB,2,3,36,2,MLLMM,36,16.7,16.7,T,33.8,33.8,T,,,,
John Dietrich,7/16/20,2020,TB,3,3,39,1,MLLMM,39,22.9,22.9,T,35.4,35.4,T,,,,
John Dietrich,7/16/20,2020,TB,3,3,41,2,MLLMM,41,28.8,28.8,T,35.2,35.2,T,,,,
John Dietrich,7/16/20,2020,TB,3,2,43,1,HHMMM,43,13.6,13.6,T,34.4,34.4,T,,,,
John Dietrich,7/16/20,2020,TB,3,2,48,2,HHMMM,48,32.5,32.5,T,35.3,35.3,T,,,,
John Dietrich,7/16/20,2020,TB,3,1,52,1,MMMMM,52,16.1,16.1,T,34.8,34.8,T,,,,
John Dietrich,7/16/20,2020,TB,3,1,53,2,MMMMM,53,25.2,25.2,T,34.9,34.9,T,,,,
Lauren Porensky,7/30/20,2020,TB,1,2,3,1,HHMMM,3,6.9,6.9,T,28,28,T,,,,
Lauren Porensky,7/30/20,2020,TB,1,2,4,2,HHMMM,4,5.4,5.4,T,28.2,28.2,T,,,,
Lauren Porensky,7/30/20,2020,TB,1,3,7,2,MLLMM,7,10.2,10.2,T,28.9,28.9,T,,,,
Lauren Porensky,7/30/20,2020,TB,1,3,9,1,MLLMM,9,10.2,10.2,T,29.9,29.9,T,,,,
John Dietrich,7/30/20,2020,TB,1,1,15,2,MMMMM,15,11.3,11.3,T,46.8,46.8,T,,,,
John Dietrich,7/30/20,2020,TB,1,1,17,1,MMMMM,17,9.1,9.1,T,43.8,43.8,T,,,,
John Dietrich,7/30/20,2020,TB,2,2,20,2,HHMMM,20,13.6,13.6,T,38.3,38.3,T,,,,
John Dietrich,7/30/20,2020,TB,2,2,23,1,HHMMM,23,18.0,18.0,T,37.6,37.6,T,,,,
John Dietrich,7/30/20,2020,TB,2,1,25,1,MMMMM,25,11.4,11.4,T,36.6,36.6,T,,,,
John Dietrich,7/30/20,2020,TB,2,1,29,2,MMMMM,29,10.4,10.4,T,37,37,T,,,,
John Dietrich,7/30/20,2020,TB,2,3,34,1,MLLMM,34,10.4,10.4,T,36.6,36.6,T,,,,
John Dietrich,7/30/20,2020,TB,2,3,36,2,MLLMM,36,24.2,24.2,T,36.8,36.8,T,,,,
Lauren Porensky,7/30/20,2020,TB,3,3,39,1,MLLMM,39,19.8,19.8,T,25.3,25.3,T,,,,
Lauren Porensky,7/30/20,2020,TB,3,3,41,2,MLLMM,41,16.4,16.4,T,26.8,26.8,T,,,,
Lauren Porensky,7/30/20,2020,TB,3,2,43,1,HHMMM,43,20.0,20.0,T,27.9,27.9,T,,,,
Lauren Porensky,7/30/20,2020,TB,3,2,48,2,HHMMM,48,20.1,20.1,T,29.9,29.9,T,,,,
Lauren Porensky,7/30/20,2020,TB,3,1,52,1,MMMMM,52,13.4,13.4,T,27.6,27.6,T,,,,
Lauren Porensky,7/30/20,2020,TB,3,1,53,2,MMMMM,53,23.2,23.2,T,27.9,27.9,T,,,,
John Dietrich,8/11/20,2020,TB,1,2,3,1,HHMMM,3,1.1,1.1,T,7.1,27.1,FALSE,,,,
