"","year","site","plot","aerial_basal","Genus_Species","Relative_Cover"
"1",2018,"TB","8","Aerial","Aristida.purpurea",1.45985401459854
"2",2018,"TB","8","Basal","Aristida.purpurea",1.06382978723404
"3",2018,"TB","9","Aerial","Aristida.purpurea",11.7647058823529
"4",2018,"TB","9","Basal","Aristida.purpurea",14.4578313253012
"5",2018,"TB","36","Aerial","Aristida.purpurea",7.07964601769912
"6",2018,"TB","36","Basal","Aristida.purpurea",7.31707317073171
"7",2018,"TB","1","Aerial","Aristida.purpurea",12.6582278481013
"8",2018,"TB","1","Basal","Aristida.purpurea",7.27272727272727
"9",2018,"TB","30","Aerial","Aristida.purpurea",5.26315789473684
"10",2018,"TB","30","Basal","Aristida.purpurea",5.55555555555556
"11",2018,"TB","4","Aerial","Aristida.purpurea",5.59440559440559
"12",2018,"TB","4","Basal","Aristida.purpurea",6.06060606060606
"13",2018,"TB","27","Aerial","Aristida.purpurea",16.8674698795181
"14",2018,"TB","27","Basal","Aristida.purpurea",23.5294117647059
"15",2018,"TB","29","Aerial","Aristida.purpurea",3.2
"16",2018,"TB","29","Basal","Aristida.purpurea",4.76190476190476
"17",2018,"TB","22","Aerial","Aristida.purpurea",3.38983050847458
"18",2018,"TB","22","Basal","Aristida.purpurea",4.49438202247191
"19",2018,"TB","16","Aerial","Bouteloua.gracilis",5.92592592592593
"20",2018,"TB","16","Basal","Bouteloua.gracilis",5.40540540540541
"21",2018,"TB","14","Aerial","Bouteloua.gracilis",6.77966101694915
"22",2018,"TB","14","Basal","Bouteloua.gracilis",7.89473684210526
"23",2018,"TB","17","Aerial","Bouteloua.gracilis",2.7027027027027
"24",2018,"TB","17","Basal","Bouteloua.gracilis",2.63157894736842
"25",2018,"TB","18","Aerial","Bouteloua.gracilis",11.2903225806452
"26",2018,"TB","18","Basal","Bouteloua.gracilis",12.987012987013
"27",2018,"TB","44","Aerial","Bouteloua.gracilis",43.75
"28",2018,"TB","44","Basal","Bouteloua.gracilis",60
"29",2018,"TB","19","Aerial","Bouteloua.gracilis",4.12371134020619
"30",2018,"TB","19","Basal","Bouteloua.gracilis",6.15384615384615
"31",2018,"TB","3","Aerial","Bouteloua.gracilis",18.4615384615385
"32",2018,"TB","3","Basal","Bouteloua.gracilis",23.0088495575221
"33",2018,"TB","7","Aerial","Bouteloua.gracilis",52.0833333333333
"34",2018,"TB","7","Basal","Bouteloua.gracilis",68.7022900763359
"35",2018,"TB","12","Aerial","Bouteloua.gracilis",48.2758620689655
"36",2018,"TB","12","Basal","Bouteloua.gracilis",57.5
"37",2018,"TB","6","Aerial","Bouteloua.gracilis",1.04712041884817
"38",2018,"TB","6","Basal","Bouteloua.gracilis",1.19047619047619
"39",2018,"TB","8","Aerial","Bouteloua.gracilis",70.0729927007299
"40",2018,"TB","8","Basal","Bouteloua.gracilis",80.8510638297872
"41",2018,"TB","10","Aerial","Bouteloua.gracilis",38.8349514563107
"42",2018,"TB","10","Basal","Bouteloua.gracilis",47.6190476190476
"43",2018,"TB","9","Aerial","Bouteloua.gracilis",58.8235294117647
"44",2018,"TB","9","Basal","Bouteloua.gracilis",60.2409638554217
"45",2018,"TB","11","Aerial","Bouteloua.gracilis",60.6060606060606
"46",2018,"TB","11","Basal","Bouteloua.gracilis",72.5806451612903
"47",2018,"TB","34","Aerial","Bouteloua.gracilis",67.9012345679012
"48",2018,"TB","34","Basal","Bouteloua.gracilis",79.3650793650794
"49",2018,"TB","36","Aerial","Bouteloua.gracilis",42.4778761061947
"50",2018,"TB","36","Basal","Bouteloua.gracilis",48.780487804878
"51",2018,"TB","1","Aerial","Bouteloua.gracilis",30.379746835443
"52",2018,"TB","1","Basal","Bouteloua.gracilis",36.3636363636364
"53",2018,"TB","5","Aerial","Bouteloua.gracilis",13.8888888888889
"54",2018,"TB","5","Basal","Bouteloua.gracilis",11.4942528735632
"55",2018,"TB","30","Aerial","Bouteloua.gracilis",57.8947368421053
"56",2018,"TB","30","Basal","Bouteloua.gracilis",69.4444444444444
"57",2018,"TB","33","Aerial","Bouteloua.gracilis",64
"58",2018,"TB","33","Basal","Bouteloua.gracilis",74.468085106383
"59",2018,"TB","35","Aerial","Bouteloua.gracilis",69.7674418604651
"60",2018,"TB","35","Basal","Bouteloua.gracilis",76.9230769230769
"61",2018,"TB","4","Aerial","Bouteloua.gracilis",41.958041958042
"62",2018,"TB","4","Basal","Bouteloua.gracilis",50.5050505050505
"63",2018,"TB","21","Aerial","Bouteloua.gracilis",9.16030534351145
"64",2018,"TB","21","Basal","Bouteloua.gracilis",14.2857142857143
"65",2018,"TB","24","Aerial","Bouteloua.gracilis",1.44927536231884
"66",2018,"TB","24","Basal","Bouteloua.gracilis",1.47058823529412
"67",2018,"TB","27","Aerial","Bouteloua.gracilis",31.3253012048193
"68",2018,"TB","27","Basal","Bouteloua.gracilis",39.2156862745098
"69",2018,"TB","37","Aerial","Bouteloua.gracilis",69.3877551020408
"70",2018,"TB","37","Basal","Bouteloua.gracilis",76.1904761904762
"71",2018,"TB","38","Aerial","Bouteloua.gracilis",71.7647058823529
"72",2018,"TB","38","Basal","Bouteloua.gracilis",80
"73",2018,"TB","39","Aerial","Bouteloua.gracilis",77.9220779220779
"74",2018,"TB","39","Basal","Bouteloua.gracilis",84.7457627118644
"75",2018,"TB","40","Aerial","Bouteloua.gracilis",19.1082802547771
"76",2018,"TB","40","Basal","Bouteloua.gracilis",21.6216216216216
"77",2018,"TB","23","Aerial","Bouteloua.gracilis",60.2409638554217
"78",2018,"TB","23","Basal","Bouteloua.gracilis",71.1864406779661
"79",2018,"TB","26","Aerial","Bouteloua.gracilis",40.8163265306122
"80",2018,"TB","26","Basal","Bouteloua.gracilis",58.8235294117647
"81",2018,"TB","29","Aerial","Bouteloua.gracilis",40
"82",2018,"TB","29","Basal","Bouteloua.gracilis",52.3809523809524
"83",2018,"TB","31","Aerial","Bouteloua.gracilis",60.6060606060606
"84",2018,"TB","31","Basal","Bouteloua.gracilis",67.3076923076923
"85",2018,"TB","43","Aerial","Bouteloua.gracilis",20.9150326797386
"86",2018,"TB","43","Basal","Bouteloua.gracilis",26.9662921348315
"87",2018,"TB","25","Aerial","Bouteloua.gracilis",57.6923076923077
"88",2018,"TB","25","Basal","Bouteloua.gracilis",60.2739726027397
"89",2018,"TB","28","Aerial","Bouteloua.gracilis",48.2758620689655
"90",2018,"TB","28","Basal","Bouteloua.gracilis",66.6666666666667
"91",2018,"TB","32","Aerial","Bouteloua.gracilis",55.5555555555556
"92",2018,"TB","32","Basal","Bouteloua.gracilis",58.9473684210526
"93",2018,"TB","2","Aerial","Bouteloua.gracilis",6.17283950617284
"94",2018,"TB","2","Basal","Bouteloua.gracilis",6.38297872340426
"95",2018,"TB","20","Aerial","Bouteloua.gracilis",40
"96",2018,"TB","20","Basal","Bouteloua.gracilis",47.887323943662
"97",2018,"TB","22","Aerial","Bouteloua.gracilis",47.4576271186441
"98",2018,"TB","22","Basal","Bouteloua.gracilis",56.1797752808989
"99",2018,"TB","13","Aerial","Bromus.tectorum",0.680272108843537
"100",2018,"TB","13","Basal","Bromus.tectorum",1.25
"101",2018,"TB","16","Aerial","Bromus.tectorum",2.96296296296296
"102",2018,"TB","16","Basal","Bromus.tectorum",1.35135135135135
"103",2018,"TB","15","Aerial","Bromus.tectorum",31.7460317460317
"104",2018,"TB","15","Basal","Bromus.tectorum",23.2558139534884
"105",2018,"TB","14","Aerial","Bromus.tectorum",0.847457627118644
"106",2018,"TB","14","Basal","Bromus.tectorum",1.31578947368421
"107",2018,"TB","17","Aerial","Bromus.tectorum",0.675675675675676
"108",2018,"TB","17","Basal","Bromus.tectorum",1.31578947368421
"109",2018,"TB","18","Aerial","Bromus.tectorum",1.61290322580645
"110",2018,"TB","18","Basal","Bromus.tectorum",1.2987012987013
"111",2018,"TB","44","Aerial","Bromus.tectorum",8.75
"112",2018,"TB","44","Basal","Bromus.tectorum",4
"113",2018,"TB","19","Aerial","Bromus.tectorum",1.03092783505155
"114",2018,"TB","19","Basal","Bromus.tectorum",1.53846153846154
"115",2018,"TB","3","Aerial","Bromus.tectorum",38.974358974359
"116",2018,"TB","3","Basal","Bromus.tectorum",35.3982300884956
"117",2018,"TB","7","Aerial","Bromus.tectorum",0.520833333333333
"118",2018,"TB","7","Basal","Bromus.tectorum",0.763358778625954
"119",2018,"TB","6","Aerial","Bromus.tectorum",31.413612565445
"120",2018,"TB","6","Basal","Bromus.tectorum",23.8095238095238
"121",2018,"TB","10","Aerial","Bromus.tectorum",0.970873786407767
"122",2018,"TB","10","Basal","Bromus.tectorum",1.58730158730159
"123",2018,"TB","1","Aerial","Bromus.tectorum",1.26582278481013
"124",2018,"TB","1","Basal","Bromus.tectorum",1.81818181818182
"125",2018,"TB","5","Aerial","Bromus.tectorum",8.33333333333333
"126",2018,"TB","5","Basal","Bromus.tectorum",2.29885057471264
"127",2018,"TB","33","Aerial","Bromus.tectorum",0.666666666666667
"128",2018,"TB","33","Basal","Bromus.tectorum",1.06382978723404
"129",2018,"TB","4","Aerial","Bromus.tectorum",0.699300699300699
"130",2018,"TB","4","Basal","Bromus.tectorum",1.01010101010101
"131",2018,"TB","24","Aerial","Bromus.tectorum",13.0434782608696
"132",2018,"TB","24","Basal","Bromus.tectorum",5.88235294117647
"133",2018,"TB","2","Aerial","Bromus.tectorum",8.64197530864197
"134",2018,"TB","2","Basal","Bromus.tectorum",2.12765957446809
"135",2018,"TB","22","Aerial","Bromus.tectorum",0.847457627118644
"136",2018,"TB","22","Basal","Bromus.tectorum",1.12359550561798
"137",2018,"TB","13","Aerial","Hesperostipa.comata",10.8843537414966
"138",2018,"TB","13","Basal","Hesperostipa.comata",15
"139",2018,"TB","15","Aerial","Hesperostipa.comata",0.529100529100529
"140",2018,"TB","15","Basal","Hesperostipa.comata",1.16279069767442
"141",2018,"TB","17","Aerial","Hesperostipa.comata",1.35135135135135
"142",2018,"TB","17","Basal","Hesperostipa.comata",1.31578947368421
"143",2018,"TB","19","Aerial","Hesperostipa.comata",8.24742268041237
"144",2018,"TB","19","Basal","Hesperostipa.comata",9.23076923076923
"145",2018,"TB","3","Aerial","Hesperostipa.comata",10.2564102564103
"146",2018,"TB","3","Basal","Hesperostipa.comata",12.3893805309735
"147",2018,"TB","7","Aerial","Hesperostipa.comata",4.16666666666667
"148",2018,"TB","7","Basal","Hesperostipa.comata",1.52671755725191
"149",2018,"TB","6","Aerial","Hesperostipa.comata",19.8952879581152
"150",2018,"TB","6","Basal","Hesperostipa.comata",19.047619047619
"151",2018,"TB","8","Aerial","Hesperostipa.comata",1.45985401459854
"152",2018,"TB","8","Basal","Hesperostipa.comata",1.06382978723404
"153",2018,"TB","34","Aerial","Hesperostipa.comata",1.23456790123457
"154",2018,"TB","5","Aerial","Hesperostipa.comata",9.72222222222222
"155",2018,"TB","5","Basal","Hesperostipa.comata",11.4942528735632
"156",2018,"TB","30","Aerial","Hesperostipa.comata",3.50877192982456
"157",2018,"TB","30","Basal","Hesperostipa.comata",2.77777777777778
"158",2018,"TB","4","Aerial","Hesperostipa.comata",5.59440559440559
"159",2018,"TB","4","Basal","Hesperostipa.comata",4.04040404040404
"160",2018,"TB","29","Aerial","Hesperostipa.comata",1.6
"161",2018,"TB","29","Basal","Hesperostipa.comata",1.19047619047619
"162",2018,"TB","31","Aerial","Hesperostipa.comata",1.51515151515152
"163",2018,"TB","31","Basal","Hesperostipa.comata",1.92307692307692
"164",2018,"TB","2","Aerial","Hesperostipa.comata",2.46913580246914
"165",2018,"TB","2","Basal","Hesperostipa.comata",2.12765957446809
"166",2018,"TB","13","Aerial","Koeleria.macrantha",16.3265306122449
"167",2018,"TB","13","Basal","Koeleria.macrantha",22.5
"168",2018,"TB","16","Aerial","Koeleria.macrantha",2.96296296296296
"169",2018,"TB","16","Basal","Koeleria.macrantha",2.7027027027027
"170",2018,"TB","15","Aerial","Koeleria.macrantha",1.05820105820106
"171",2018,"TB","15","Basal","Koeleria.macrantha",1.16279069767442
"172",2018,"TB","14","Aerial","Koeleria.macrantha",40.6779661016949
"173",2018,"TB","14","Basal","Koeleria.macrantha",44.7368421052632
"174",2018,"TB","17","Aerial","Koeleria.macrantha",24.3243243243243
"175",2018,"TB","17","Basal","Koeleria.macrantha",26.3157894736842
"176",2018,"TB","18","Aerial","Koeleria.macrantha",24.1935483870968
"177",2018,"TB","18","Basal","Koeleria.macrantha",25.974025974026
"178",2018,"TB","53","Aerial","Koeleria.macrantha",19.7530864197531
"179",2018,"TB","53","Basal","Koeleria.macrantha",29.2682926829268
"180",2018,"TB","44","Aerial","Koeleria.macrantha",13.75
"181",2018,"TB","44","Basal","Koeleria.macrantha",14
"182",2018,"TB","48","Aerial","Koeleria.macrantha",29.7872340425532
"183",2018,"TB","48","Basal","Koeleria.macrantha",31.3725490196078
"184",2018,"TB","19","Aerial","Koeleria.macrantha",41.2371134020619
"185",2018,"TB","19","Basal","Koeleria.macrantha",46.1538461538462
"186",2018,"TB","7","Aerial","Koeleria.macrantha",2.08333333333333
"187",2018,"TB","7","Basal","Koeleria.macrantha",1.52671755725191
"188",2018,"TB","12","Aerial","Koeleria.macrantha",24.1379310344828
"189",2018,"TB","12","Basal","Koeleria.macrantha",20
"190",2018,"TB","8","Aerial","Koeleria.macrantha",2.91970802919708
"191",2018,"TB","10","Aerial","Koeleria.macrantha",15.5339805825243
"192",2018,"TB","10","Basal","Koeleria.macrantha",19.047619047619
"193",2018,"TB","9","Aerial","Koeleria.macrantha",11.7647058823529
"194",2018,"TB","9","Basal","Koeleria.macrantha",9.63855421686747
"195",2018,"TB","11","Aerial","Koeleria.macrantha",6.06060606060606
"196",2018,"TB","11","Basal","Koeleria.macrantha",6.45161290322581
"197",2018,"TB","34","Aerial","Koeleria.macrantha",13.5802469135802
"198",2018,"TB","34","Basal","Koeleria.macrantha",11.1111111111111
"199",2018,"TB","36","Aerial","Koeleria.macrantha",21.2389380530973
"200",2018,"TB","36","Basal","Koeleria.macrantha",21.9512195121951
"201",2018,"TB","1","Aerial","Koeleria.macrantha",25.3164556962025
"202",2018,"TB","1","Basal","Koeleria.macrantha",29.0909090909091
"203",2018,"TB","5","Aerial","Koeleria.macrantha",5.55555555555556
"204",2018,"TB","5","Basal","Koeleria.macrantha",6.89655172413793
"205",2018,"TB","30","Aerial","Koeleria.macrantha",5.26315789473684
"206",2018,"TB","30","Basal","Koeleria.macrantha",2.77777777777778
"207",2018,"TB","33","Aerial","Koeleria.macrantha",5.33333333333333
"208",2018,"TB","33","Basal","Koeleria.macrantha",4.25531914893617
"209",2018,"TB","35","Aerial","Koeleria.macrantha",3.10077519379845
"210",2018,"TB","35","Basal","Koeleria.macrantha",2.1978021978022
"211",2018,"TB","4","Aerial","Koeleria.macrantha",6.99300699300699
"212",2018,"TB","4","Basal","Koeleria.macrantha",8.08080808080808
"213",2018,"TB","46","Aerial","Koeleria.macrantha",27.6923076923077
"214",2018,"TB","46","Basal","Koeleria.macrantha",29.5081967213115
"215",2018,"TB","21","Aerial","Koeleria.macrantha",6.10687022900763
"216",2018,"TB","21","Basal","Koeleria.macrantha",3.57142857142857
"217",2018,"TB","27","Aerial","Koeleria.macrantha",12.0481927710843
"218",2018,"TB","27","Basal","Koeleria.macrantha",15.6862745098039
"219",2018,"TB","37","Aerial","Koeleria.macrantha",10.8843537414966
"220",2018,"TB","37","Basal","Koeleria.macrantha",7.61904761904762
"221",2018,"TB","38","Aerial","Koeleria.macrantha",2.35294117647059
"222",2018,"TB","38","Basal","Koeleria.macrantha",1.6
"223",2018,"TB","39","Aerial","Koeleria.macrantha",3.8961038961039
"224",2018,"TB","39","Basal","Koeleria.macrantha",1.69491525423729
"225",2018,"TB","40","Aerial","Koeleria.macrantha",0.636942675159236
"226",2018,"TB","40","Basal","Koeleria.macrantha",1.35135135135135
"227",2018,"TB","42","Aerial","Koeleria.macrantha",11.864406779661
"228",2018,"TB","42","Basal","Koeleria.macrantha",14.9253731343284
"229",2018,"TB","51","Aerial","Koeleria.macrantha",6.89655172413793
"230",2018,"TB","51","Basal","Koeleria.macrantha",5.88235294117647
"231",2018,"TB","23","Aerial","Koeleria.macrantha",8.43373493975904
"232",2018,"TB","23","Basal","Koeleria.macrantha",6.77966101694915
"233",2018,"TB","26","Aerial","Koeleria.macrantha",9.52380952380952
"234",2018,"TB","26","Basal","Koeleria.macrantha",9.41176470588235
"235",2018,"TB","29","Aerial","Koeleria.macrantha",8
"236",2018,"TB","29","Basal","Koeleria.macrantha",9.52380952380952
"237",2018,"TB","31","Aerial","Koeleria.macrantha",18.1818181818182
"238",2018,"TB","31","Basal","Koeleria.macrantha",17.3076923076923
"239",2018,"TB","52","Aerial","Koeleria.macrantha",4.70588235294118
"240",2018,"TB","52","Basal","Koeleria.macrantha",4.25531914893617
"241",2018,"TB","43","Aerial","Koeleria.macrantha",11.7647058823529
"242",2018,"TB","43","Basal","Koeleria.macrantha",8.98876404494382
"243",2018,"TB","25","Aerial","Koeleria.macrantha",7.69230769230769
"244",2018,"TB","25","Basal","Koeleria.macrantha",5.47945205479452
"245",2018,"TB","28","Aerial","Koeleria.macrantha",1.37931034482759
"246",2018,"TB","28","Basal","Koeleria.macrantha",1.19047619047619
"247",2018,"TB","32","Aerial","Koeleria.macrantha",12.6984126984127
"248",2018,"TB","32","Basal","Koeleria.macrantha",12.6315789473684
"249",2018,"TB","45","Aerial","Koeleria.macrantha",18.1818181818182
"250",2018,"TB","45","Basal","Koeleria.macrantha",23.2558139534884
"251",2018,"TB","47","Aerial","Koeleria.macrantha",13.0081300813008
"252",2018,"TB","47","Basal","Koeleria.macrantha",10.2564102564103
"253",2018,"TB","20","Aerial","Koeleria.macrantha",12.1739130434783
"254",2018,"TB","20","Basal","Koeleria.macrantha",14.0845070422535
"255",2018,"TB","22","Aerial","Koeleria.macrantha",15.2542372881356
"256",2018,"TB","22","Basal","Koeleria.macrantha",11.2359550561798
"257",2018,"TB","48","Aerial","Nassella.viridula",8.51063829787234
"258",2018,"TB","48","Basal","Nassella.viridula",11.7647058823529
"259",2018,"TB","46","Aerial","Nassella.viridula",1.53846153846154
"260",2018,"TB","46","Basal","Nassella.viridula",1.63934426229508
"261",2018,"TB","41","Aerial","Nassella.viridula",7.40740740740741
"262",2018,"TB","41","Basal","Nassella.viridula",7.01754385964912
"263",2018,"TB","42","Aerial","Nassella.viridula",5.08474576271187
"264",2018,"TB","42","Basal","Nassella.viridula",5.97014925373134
"265",2018,"TB","43","Aerial","Nassella.viridula",5.22875816993464
"266",2018,"TB","43","Basal","Nassella.viridula",4.49438202247191
"267",2018,"TB","47","Aerial","Nassella.viridula",1.6260162601626
"268",2018,"TB","47","Basal","Nassella.viridula",1.28205128205128
"269",2018,"TB","13","Aerial","Pascopyrum.smithii",2.72108843537415
"270",2018,"TB","13","Basal","Pascopyrum.smithii",1.25
"271",2018,"TB","16","Aerial","Pascopyrum.smithii",19.2592592592593
"272",2018,"TB","16","Basal","Pascopyrum.smithii",18.9189189189189
"273",2018,"TB","15","Aerial","Pascopyrum.smithii",8.46560846560847
"274",2018,"TB","15","Basal","Pascopyrum.smithii",11.6279069767442
"275",2018,"TB","14","Aerial","Pascopyrum.smithii",16.9491525423729
"276",2018,"TB","14","Basal","Pascopyrum.smithii",18.4210526315789
"277",2018,"TB","17","Aerial","Pascopyrum.smithii",8.10810810810811
"278",2018,"TB","17","Basal","Pascopyrum.smithii",10.5263157894737
"279",2018,"TB","18","Aerial","Pascopyrum.smithii",3.2258064516129
"280",2018,"TB","18","Basal","Pascopyrum.smithii",1.2987012987013
"281",2018,"TB","53","Aerial","Pascopyrum.smithii",32.0987654320988
"282",2018,"TB","53","Basal","Pascopyrum.smithii",39.0243902439024
"283",2018,"TB","44","Aerial","Pascopyrum.smithii",8.75
"284",2018,"TB","44","Basal","Pascopyrum.smithii",10
"285",2018,"TB","48","Aerial","Pascopyrum.smithii",21.2765957446809
"286",2018,"TB","48","Basal","Pascopyrum.smithii",23.5294117647059
"287",2018,"TB","19","Aerial","Pascopyrum.smithii",12.3711340206186
"288",2018,"TB","19","Basal","Pascopyrum.smithii",12.3076923076923
"289",2018,"TB","3","Aerial","Pascopyrum.smithii",4.1025641025641
"290",2018,"TB","3","Basal","Pascopyrum.smithii",3.53982300884956
"291",2018,"TB","7","Aerial","Pascopyrum.smithii",3.125
"292",2018,"TB","7","Basal","Pascopyrum.smithii",0.763358778625954
"293",2018,"TB","12","Aerial","Pascopyrum.smithii",6.89655172413793
"294",2018,"TB","12","Basal","Pascopyrum.smithii",5
"295",2018,"TB","6","Aerial","Pascopyrum.smithii",1.04712041884817
"296",2018,"TB","6","Basal","Pascopyrum.smithii",1.19047619047619
"297",2018,"TB","8","Aerial","Pascopyrum.smithii",2.91970802919708
"298",2018,"TB","8","Basal","Pascopyrum.smithii",1.06382978723404
"299",2018,"TB","10","Aerial","Pascopyrum.smithii",0.970873786407767
"300",2018,"TB","10","Basal","Pascopyrum.smithii",1.58730158730159
"301",2018,"TB","11","Aerial","Pascopyrum.smithii",12.1212121212121
"302",2018,"TB","11","Basal","Pascopyrum.smithii",9.67741935483871
"303",2018,"TB","34","Aerial","Pascopyrum.smithii",1.23456790123457
"304",2018,"TB","34","Basal","Pascopyrum.smithii",0.793650793650794
"305",2018,"TB","36","Aerial","Pascopyrum.smithii",0.884955752212389
"306",2018,"TB","36","Basal","Pascopyrum.smithii",1.21951219512195
"307",2018,"TB","5","Aerial","Pascopyrum.smithii",6.94444444444444
"308",2018,"TB","5","Basal","Pascopyrum.smithii",6.89655172413793
"309",2018,"TB","30","Aerial","Pascopyrum.smithii",1.75438596491228
"310",2018,"TB","30","Basal","Pascopyrum.smithii",1.38888888888889
"311",2018,"TB","33","Aerial","Pascopyrum.smithii",10.6666666666667
"312",2018,"TB","33","Basal","Pascopyrum.smithii",6.38297872340426
"313",2018,"TB","35","Aerial","Pascopyrum.smithii",13.953488372093
"314",2018,"TB","35","Basal","Pascopyrum.smithii",10.989010989011
"315",2018,"TB","4","Aerial","Pascopyrum.smithii",4.1958041958042
"316",2018,"TB","4","Basal","Pascopyrum.smithii",2.02020202020202
"317",2018,"TB","46","Aerial","Pascopyrum.smithii",21.5384615384615
"318",2018,"TB","46","Basal","Pascopyrum.smithii",29.5081967213115
"319",2018,"TB","21","Aerial","Pascopyrum.smithii",27.4809160305344
"320",2018,"TB","21","Basal","Pascopyrum.smithii",35.7142857142857
"321",2018,"TB","24","Aerial","Pascopyrum.smithii",7.2463768115942
"322",2018,"TB","24","Basal","Pascopyrum.smithii",5.88235294117647
"323",2018,"TB","27","Aerial","Pascopyrum.smithii",1.20481927710843
"324",2018,"TB","27","Basal","Pascopyrum.smithii",1.96078431372549
"325",2018,"TB","37","Aerial","Pascopyrum.smithii",5.4421768707483
"326",2018,"TB","37","Basal","Pascopyrum.smithii",0.952380952380952
"327",2018,"TB","38","Aerial","Pascopyrum.smithii",3.52941176470588
"328",2018,"TB","38","Basal","Pascopyrum.smithii",3.2
"329",2018,"TB","39","Aerial","Pascopyrum.smithii",2.5974025974026
"330",2018,"TB","39","Basal","Pascopyrum.smithii",0.847457627118644
"331",2018,"TB","40","Aerial","Pascopyrum.smithii",31.8471337579618
"332",2018,"TB","40","Basal","Pascopyrum.smithii",40.5405405405405
"333",2018,"TB","41","Aerial","Pascopyrum.smithii",46.2962962962963
"334",2018,"TB","41","Basal","Pascopyrum.smithii",63.1578947368421
"335",2018,"TB","42","Aerial","Pascopyrum.smithii",47.4576271186441
"336",2018,"TB","42","Basal","Pascopyrum.smithii",56.7164179104478
"337",2018,"TB","49","Aerial","Pascopyrum.smithii",44.4444444444444
"338",2018,"TB","49","Basal","Pascopyrum.smithii",57.1428571428571
"339",2018,"TB","51","Aerial","Pascopyrum.smithii",18.3908045977011
"340",2018,"TB","51","Basal","Pascopyrum.smithii",52.9411764705882
"341",2018,"TB","23","Aerial","Pascopyrum.smithii",12.0481927710843
"342",2018,"TB","23","Basal","Pascopyrum.smithii",10.1694915254237
"343",2018,"TB","26","Aerial","Pascopyrum.smithii",5.4421768707483
"344",2018,"TB","26","Basal","Pascopyrum.smithii",4.70588235294118
"345",2018,"TB","29","Aerial","Pascopyrum.smithii",1.6
"346",2018,"TB","29","Basal","Pascopyrum.smithii",1.19047619047619
"347",2018,"TB","31","Aerial","Pascopyrum.smithii",4.54545454545455
"348",2018,"TB","31","Basal","Pascopyrum.smithii",1.92307692307692
"349",2018,"TB","50","Aerial","Pascopyrum.smithii",60
"350",2018,"TB","50","Basal","Pascopyrum.smithii",64.5161290322581
"351",2018,"TB","52","Aerial","Pascopyrum.smithii",56.4705882352941
"352",2018,"TB","52","Basal","Pascopyrum.smithii",63.8297872340426
"353",2018,"TB","54","Aerial","Pascopyrum.smithii",44.4444444444444
"354",2018,"TB","54","Basal","Pascopyrum.smithii",56.4102564102564
"355",2018,"TB","43","Aerial","Pascopyrum.smithii",23.5294117647059
"356",2018,"TB","43","Basal","Pascopyrum.smithii",33.7078651685393
"357",2018,"TB","25","Aerial","Pascopyrum.smithii",13.4615384615385
"358",2018,"TB","25","Basal","Pascopyrum.smithii",13.6986301369863
"359",2018,"TB","28","Aerial","Pascopyrum.smithii",8.27586206896552
"360",2018,"TB","28","Basal","Pascopyrum.smithii",4.76190476190476
"361",2018,"TB","32","Aerial","Pascopyrum.smithii",4.76190476190476
"362",2018,"TB","32","Basal","Pascopyrum.smithii",2.10526315789474
"363",2018,"TB","2","Aerial","Pascopyrum.smithii",8.64197530864197
"364",2018,"TB","2","Basal","Pascopyrum.smithii",10.6382978723404
"365",2018,"TB","45","Aerial","Pascopyrum.smithii",15.9090909090909
"366",2018,"TB","45","Basal","Pascopyrum.smithii",23.2558139534884
"367",2018,"TB","47","Aerial","Pascopyrum.smithii",52.0325203252033
"368",2018,"TB","47","Basal","Pascopyrum.smithii",58.974358974359
"369",2018,"TB","20","Aerial","Pascopyrum.smithii",10.4347826086957
"370",2018,"TB","20","Basal","Pascopyrum.smithii",11.2676056338028
"371",2018,"TB","22","Aerial","Pascopyrum.smithii",5.08474576271187
"372",2018,"TB","22","Basal","Pascopyrum.smithii",2.24719101123596
"373",2018,"TB","13","Aerial","Poa.secunda",6.80272108843537
"374",2018,"TB","13","Basal","Poa.secunda",5
"375",2018,"TB","16","Aerial","Poa.secunda",14.8148148148148
"376",2018,"TB","16","Basal","Poa.secunda",10.8108108108108
"377",2018,"TB","15","Aerial","Poa.secunda",1.05820105820106
"378",2018,"TB","15","Basal","Poa.secunda",1.16279069767442
"379",2018,"TB","14","Aerial","Poa.secunda",8.47457627118644
"380",2018,"TB","14","Basal","Poa.secunda",5.26315789473684
"381",2018,"TB","17","Aerial","Poa.secunda",16.2162162162162
"382",2018,"TB","17","Basal","Poa.secunda",10.5263157894737
"383",2018,"TB","18","Aerial","Poa.secunda",11.2903225806452
"384",2018,"TB","18","Basal","Poa.secunda",10.3896103896104
"385",2018,"TB","53","Aerial","Poa.secunda",2.46913580246914
"386",2018,"TB","53","Basal","Poa.secunda",2.4390243902439
"387",2018,"TB","44","Aerial","Poa.secunda",6.25
"388",2018,"TB","44","Basal","Poa.secunda",4
"389",2018,"TB","48","Aerial","Poa.secunda",4.25531914893617
"390",2018,"TB","48","Basal","Poa.secunda",1.96078431372549
"391",2018,"TB","19","Aerial","Poa.secunda",12.3711340206186
"392",2018,"TB","19","Basal","Poa.secunda",6.15384615384615
"393",2018,"TB","3","Aerial","Poa.secunda",2.05128205128205
"394",2018,"TB","3","Basal","Poa.secunda",0.884955752212389
"395",2018,"TB","7","Aerial","Poa.secunda",3.125
"396",2018,"TB","7","Basal","Poa.secunda",1.52671755725191
"397",2018,"TB","12","Aerial","Poa.secunda",3.44827586206897
